Id,SalePrice
1461,122234.99595955072
1462,139178.26368421072
1463,169872.05425123335
1464,199138.80165588495
1465,196257.1092293464
1466,182619.85966400173
1467,200754.86627187312
1468,173034.1489842222
1469,208088.2143585754
1470,118252.26905730227
1471,200048.73990276118
1472,112555.15779928351
1473,88064.08531104366
1474,148705.89951938076
1475,111190.90212161827
1476,313040.5601473913
1477,249881.24444597366
1478,289183.32547084836
1479,268060.786995979
1480,386285.10675267933
1481,289265.55886911985
1482,211435.14327074797
1483,174685.6348820763
1484,172963.71640966495
1485,207308.94186756073
1486,207784.37808123254
1487,285212.27023809275
1488,260324.3109068568
1489,181886.9981307527
1490,232981.13720525987
1491,211504.53970352514
1492,90426.20873619406
1493,219465.9586477175
1494,288069.05533542775
1495,275579.27905941766
1496,215710.97587212408
1497,158689.53289793327
1498,152318.14062559092
1499,162017.5294648623
1500,150472.59577405942
1501,189066.59016649146
1502,146061.9177061814
1503,286086.99483630806
1504,246544.75633575697
1505,223037.12948209187
1506,196997.1464690189
1507,241454.58301609405
1508,198596.45776804816
1509,153425.93172773474
1510,144251.4616318012
1511,147768.5798075227
1512,189769.14740378037
1513,166459.89662992163
1514,157420.375656383
1515,204396.89912783797
1516,170779.43654695025
1517,166310.29242594482
1518,118868.13734456967
1519,240796.68304192438
1520,122672.23441717238
1521,113388.31738787261
1522,204902.22104702995
1523,74005.80278101936
1524,101185.63413032587
1525,98785.9274577439
1526,84605.05433561618
1527,90674.54326349171
1528,150072.45892380946
1529,128291.43018708599
1530,245827.12035457906
1531,143591.15240818623
1532,118226.97817458608
1533,144876.40378679556
1534,123530.12278990576
1535,143188.4833131925
1536,97261.119606514
1537,43024.25079201406
1538,177981.4758796133
1539,217808.5808245209
1540,112522.13588623947
1541,153446.8771557022
1542,130444.29206359223
1543,184946.2215181503
1544,74419.69345434231
1545,130035.13048738707
1546,140107.9773815472
1547,141476.88529370888
1548,132213.4921852951
1549,126179.09895548807
1550,126041.08840124123
1551,131011.22886574338
1552,134539.79434795247
1553,167794.93210305646
1554,117656.49206460966
1555,158672.82303543575
1556,80258.39594810072
1557,90087.36519182217
1558,92457.05659742467
1559,73509.8221890037
1560,125176.04901615798
1561,123951.26049666665
1562,116698.8448886982
1563,114864.87732181046
1564,149011.59962639934
1565,139636.71973661636
1566,244002.2523136004
1567,68730.9112831623
1568,221420.98893975606
1569,92118.47818827385
1570,144207.1448879569
1571,120777.65388440143
1572,134066.21397984668
1573,243732.54268886137
1574,117219.29811654484
1575,243937.75749020942
1576,257909.03276118007
1577,198093.1904996608
1578,145811.96769055305
1579,136017.7528227094
1580,210010.48160637845
1581,136361.41669536324
1582,126789.12997718423
1583,306108.3975886437
1584,228178.42531053582
1585,157149.60739233717
1586,54049.457903903094
1587,98704.36099051533
1588,141576.61428394064
1589,107460.64324931602
1590,130113.32911830384
1591,74083.58355647582
1592,121236.56232247106
1593,149974.54461327475
1594,125317.9724696338
1595,119982.99402510352
1596,207090.72670360038
1597,168304.34246023092
1598,207105.5154905693
1599,199230.15854878677
1600,184604.32587404852
1601,24903.568008158705
1602,127355.30752933514
1603,58281.80662532046
1604,249541.23813778022
1605,269169.4706493928
1606,172844.39978010533
1607,165334.99579163548
1608,230633.1250730413
1609,196242.3081797444
1610,156917.89458683901
1611,164825.54056071013
1612,163753.3345539833
1613,173813.0354752211
1614,125002.01569292834
1615,69233.7767248021
1616,51993.70733652881
1617,56369.79196775553
1618,105159.8245340552
1619,156474.31048906175
1620,176108.86608451966
1621,134869.85455957637
1622,126776.44422876183
1623,257995.09999535047
1624,207024.93505708827
1625,118501.34759468504
1626,193549.41469215928
1627,193684.96306544787
1628,278215.2031546725
1629,195796.16426786233
1630,301298.0208266248
1631,211222.4666152991
1632,226392.81375795568
1633,194438.88502692012
1634,194399.92515804584
1635,189957.9277386557
1636,164017.9689067857
1637,195838.52893728262
1638,215091.81479757605
1639,199215.31065833906
1640,254297.0220786439
1641,197318.8007550696
1642,225717.3797216206
1643,224408.44140612474
1644,232300.252090091
1645,244010.80171462754
1646,181303.71564898128
1647,174955.24759375735
1648,134122.9156718615
1649,129725.26553244388
1650,115464.80469546642
1651,110265.40136099968
1652,117583.01392703888
1653,117584.14912667114
1654,151515.01221006794
1655,146894.54843691492
1656,139414.31476433016
1657,152571.40007939667
1658,143660.7976863084
1659,127188.93645680475
1660,139771.0831836668
1661,369478.83755461976
1662,321197.3411544295
1663,320290.3768365835
1664,409765.90867832734
1665,287589.49674450106
1666,294416.770978648
1667,301144.37677148497
1668,311068.4322224979
1669,294135.08317469223
1670,309607.3174578252
1671,258031.7891789896
1672,373949.88340800034
1673,288984.3148952075
1674,256104.49212395248
1675,184261.94698494987
1676,194495.58772668382
1677,215751.53985017678
1678,385225.9163662704
1679,317550.07431733806
1680,273744.55938987085
1681,242624.34331405303
1682,290983.61341658805
1683,191453.96031812287
1684,205367.18687181547
1685,178645.4165145558
1686,173983.8176003875
1687,183875.35029637453
1688,207697.6780485938
1689,207857.6042935293
1690,218206.03701964812
1691,207595.92666728515
1692,263883.4662975512
1693,184903.4668956343
1694,192688.4557892133
1695,187030.71102920896
1696,273398.68031157926
1697,190324.88949930016
1698,322581.76989973744
1699,296639.4171179803
1700,248601.67624313396
1701,272200.41281976656
1702,256953.94967290259
1703,260682.61431828898
1704,280005.3812304931
1705,237926.4876466078
1706,359846.59217879956
1707,191239.42045590107
1708,203847.54042616673
1709,273375.437773915
1710,230253.34372283006
1711,276728.0590015269
1712,248476.8804095463
1713,265717.4254007656
1714,218031.778155089
1715,204382.82981284824
1716,181337.55463339272
1717,193123.96904197824
1718,138440.2294241396
1719,212631.5582068524
1720,247816.2462435529
1721,182635.32577535813
1722,128292.10865590733
1723,163519.8173321751
1724,224168.86718081706
1725,231613.58153498592
1726,185827.01004162978
1727,146846.6719688233
1728,196382.62753713096
1729,167136.83910668886
1730,169671.622244115
1731,118094.66031955916
1732,120029.45312971785
1733,106878.68386153632
1734,106642.88907915074
1735,125917.23628542491
1736,97700.80661492643
1737,326756.1471171775
1738,237189.69112317462
1739,257069.34584280092
1740,183513.0893834912
1741,185111.73314904608
1742,166941.38378141017
1743,180686.57133857405
1744,293106.0377102408
1745,217169.85680780513
1746,212675.97292294528
1747,227237.65297553875
1748,219620.56478847982
1749,156429.97623300017
1750,143032.86937358032
1751,252131.37118051888
1752,104912.25323845446
1753,148643.39409850328
1754,227974.99371800828
1755,162722.1126317873
1756,140655.70517889725
1757,93073.48196036124
1758,154434.70671776496
1759,178144.0744371285
1760,175769.9527676038
1761,168543.17670758266
1762,164528.31984124985
1763,168537.14204453526
1764,106948.78266279586
1765,188603.72741082613
1766,211968.8072394852
1767,251525.08902663493
1768,135765.3761715705
1769,180264.52012658154
1770,157390.52605504496
1771,105541.13127066579
1772,116345.9386863244
1773,105474.5772491073
1774,137811.0256156117
1775,137461.62957995338
1776,143667.19080857688
1777,96607.70246659906
1778,133829.53850519867
1779,129088.38738274563
1780,194737.4430984984
1781,108257.7833080889
1782,44540.03815816052
1783,138134.90223921847
1784,90700.5451916533
1785,101024.1737366243
1786,176530.8082429031
1787,159905.18936338893
1788,29018.927127917064
1789,96682.4609754677
1790,39190.07126224204
1791,209341.62421099388
1792,166160.88116091746
1793,160675.97133135772
1794,178525.2481417287
1795,120990.55832911353
1796,131570.1839722558
1797,146556.27110104228
1798,98822.83776912931
1799,99809.51106248994
1800,104857.64035181643
1801,90354.2857980401
1802,166359.585111932
1803,165331.2061724076
1804,132109.1393009544
1805,143018.42146264086
1806,129127.28846260346
1807,175624.43734415737
1808,122828.94635167054
1809,125710.72276140354
1810,148160.05872114457
1811,62415.482408387004
1812,100898.17319269374
1813,107893.34418263286
1814,81925.88863961014
1815,18646.535523134866
1816,87649.41651572497
1817,99340.98612685618
1818,141507.4138433223
1819,121343.12573431293
1820,56876.85049359943
1821,124012.75866237597
1822,164530.902549751
1823,33747.350580440485
1824,128067.86456692079
1825,131245.36038393225
1826,94278.8272524057
1827,95474.1340453776
1828,129229.70171911176
1829,175300.57527031505
1830,158896.1132497606
1831,176137.41523261042
1832,112160.24901405897
1833,152141.3583144989
1834,126313.64128761715
1835,125025.19875698653
1836,110162.62054333545
1837,104390.77646861051
1838,116287.8382464631
1839,76907.72432957578
1840,162959.674810695
1841,130738.61350734427
1842,83727.56308962614
1843,117760.87444478855
1844,130857.93130595703
1845,141002.39357239858
1846,152350.19980032323
1847,150742.58838140557
1848,23690.811343416222
1849,129321.21125053905
1850,113670.40025921259
1851,135002.24344336533
1852,118926.04540187086
1853,114142.74088813923
1854,183168.22274142632
1855,157730.54567550158
1856,240285.88703481748
1857,139578.76840982214
1858,127502.610893887
1859,120907.48446389684
1860,159446.96796823456
1861,120125.72037590598
1862,288542.38245389995
1863,286868.80546430417
1864,286882.0050389081
1865,324738.276697294
1866,312067.0696995781
1867,240518.67775746086
1868,275837.95284981397
1869,226473.0502910784
1870,253020.56051641656
1871,249300.0001077482
1872,177177.17161655927
1873,223708.99571175128
1874,139859.97164288105
1875,203256.8061276105
1876,207195.42376250913
